ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
11NPSWRD_WQX-CURE_382856107050000200406290848^03,6/29/2004,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",2.592,ug/L
11NPSWRD_WQX-CURE_382902107140400200404220842^01,4/22/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200403091402^01,3/9/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200411090957^01,11/9/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200411091130^01,11/9/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200409151255^01,9/15/2004,3.2,ft,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200409071045^01,9/7/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200403101330^03,3/10/2004,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",1.422,ug/L
11NPSWRD_WQX-CURE_382644107271000200406280939^01,6/28/2004,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200409071345^01,9/7/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200408100910,8/10/2004,,,38.51749077,-106.9956012,"Biomass, periphyton",540.1,g/m2
11NPSWRD_WQX-CURE_382702107315400200406281027^01,6/28/2004,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200406070855^03,6/7/2004,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",1.53,ug/L
11NPSWRD_WQX-CURE_382924107352300200405051340^01,5/5/2004,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200407061233^01,7/6/2004,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200405241042^01,5/24/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200406071048^01,6/7/2004,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054022001-20040831_S-IVP,8/31/2004,,,37.39957,-108.27422,"Chlorophyll a, corrected for pheophytin",2.1,ug/L
11NPSWRD_WQX-CURE_09125000200406091030^01,6/9/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200408100843^01,8/10/2004,3.2,ft,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200409221100^01,9/22/2004,3.2,ft,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200406071010^01,6/7/2004,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200408030925^01,8/3/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200405250942^01,5/25/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200411151230^01,11/15/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200411091257^01,11/9/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200406221619^01,6/22/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200408100910,8/10/2004,,,38.51749077,-106.9956012,Pheophytin a,13,mg/m2
11NPSWRD_WQX-CURE_382937107033500200406221104^01,6/22/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200411180807^01,11/18/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200405041147^03,5/4/2004,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.738,ug/L
11NPSWRD_WQX-BLCA_09128000200406301059^01,6/30/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200402241145^01,2/24/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200404131135^01,4/13/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200408171150^01,8/17/2004,3.2,ft,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200406220922^01,6/22/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054026001-20040831_S-IVP,8/31/2004,,,37.41855,-108.40823,"Chlorophyll a, corrected for pheophytin",1.4,ug/L
11NPSWRD_WQX-CURE_382702107315400200407291105^01,7/29/2004,3.2,ft,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200406230648^01,6/23/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200409161100^01,9/16/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200408021220^01,8/2/2004,3.2,ft,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200409091335^03,9/9/2004,3.2,ft,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",1.719,ug/L
11NPSWRD_WQX-CURE_382702107203900200406021550^01,6/2/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054003001-20040824_S-IVP,8/24/2004,,,37.96455,-107.29332,"Chlorophyll a, corrected for pheophytin",0.5,ug/L
11NPSWRD_WQX-CURE_383028107162200200403021337^01,3/2/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200409161325^01,9/16/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200406070855^01,6/7/2004,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200409210938^01,9/21/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200408110955^01,8/11/2004,3.2,ft,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200409131105^01,9/13/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200408181123^01,8/18/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200408021055^01,8/2/2004,3.2,ft,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200411171215^01,11/17/2004,3.2,ft,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200404281500^01,4/28/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200411161115^01,11/16/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200408100900^01,8/10/2004,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_383103106594200200408100910,8/10/2004,,,38.51749077,-106.9956012,"Biomass, periphyton",24.7,g/m2
11NPSWRD_WQX-CURE_382856107050000200409091221^01,9/9/2004,3.2,ft,38.4822137,-107.0839377,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382937107033500200402250954^01,2/25/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200402241020^01,2/24/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200407290920^01,7/29/2004,3.2,ft,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200405041052^01,5/4/2004,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200406141030^01,6/14/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200406081013^01,6/8/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200406240932^01,6/24/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200411081015^01,11/8/2004,3.5,ft,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200404270927^01,4/27/2004,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200403111415^01,3/11/2004,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200404060947^01,4/6/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200403031147^01,3/3/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382856107050000200409091221^03,9/9/2004,3.2,ft,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",11.02,ug/L
11NPSWRD_WQX-CURE_382902107140400200405261610^01,5/26/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200408161133^01,8/16/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200406291024^01,6/29/2004,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200408101018^03,8/10/2004,3.2,ft,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",1.227,ug/L
21COL001_WQX-20054024001-20040831_S-IVP,8/31/2004,,,37.36097,-108.53002,"Chlorophyll a, corrected for pheophytin",0.9,ug/L
11NPSWRD_WQX-CURE_383103106594200200411041500^01,11/4/2004,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054005001-20040825_S-IVP,8/25/2004,,,38.21937,-107.74702,"Chlorophyll a, corrected for pheophytin",0.7,ug/L
11NPSWRD_WQX-CURE_382829107122200200406071010^03,6/7/2004,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",0.793,ug/L
21COL001_WQX-20054011001-20040615_S-IVP,6/15/2004,,,40.3251,-105.21453,"Chlorophyll a, corrected for pheophytin",0.7,ug/L
11NPSWRD_WQX-CURE_382831107172600200405041147^01,5/4/2004,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200407070953^01,7/7/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200405261005^01,5/26/2004,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200408051142^01,8/5/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200408101120^03,8/10/2004,3.2,ft,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.602,ug/L
11NPSWRD_WQX-CURE_382702107203900200409081025^01,9/8/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200411150855^01,11/15/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200409021400^01,9/2/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200405191800^01,5/19/2004,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200406150955^01,6/15/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200406071048^03,6/7/2004,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.408,ug/L
11NPSWRD_WQX-CURE_382829107122200200411171123^03,11/17/2004,3.2,ft,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",5.13,ug/L
11NPSWRD_WQX-CURE_382856107050000200403111225^01,3/11/2004,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200405040932^01,5/4/2004,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200409201417^01,9/20/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200408121200^01,8/12/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200409151358^01,9/15/2004,3.2,ft,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200405040932^03,5/4/2004,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",0.537,ug/L
11NPSWRD_WQX-CURE_09125000200403091026^01,3/9/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054007001-20040825_S-IVP,8/25/2004,,,38.23488,-107.75527,"Chlorophyll a, corrected for pheophytin",0.9,ug/L
11NPSWRD_WQX-CURE_382900107101600200407010630^01,7/1/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200405051440^01,5/5/2004,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200411171215^03,11/17/2004,3.2,ft,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",2.993,ug/L
11NPSWRD_WQX-CURE_382418107242600200404201430^01,4/20/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200411171007^03,11/17/2004,3.2,ft,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",3.548,ug/L
11NPSWRD_WQX-CURE_382937107033500200408161010^01,8/16/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200408090930^01,8/9/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054025001-20040831_S-IVP,8/31/2004,,,37.36227,-108.53238,"Chlorophyll a, corrected for pheophytin",0,ug/L
11NPSWRD_WQX-CURE_09127000200404211450^01,4/21/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200411021105^01,11/2/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200404141000^01,4/14/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200403101330^01,3/10/2004,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200402251038^01,2/25/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200411171123^01,11/17/2004,3.2,ft,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200405041052^03,5/4/2004,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",0.268,ug/L
11NPSWRD_WQX-CURE_381633107054700200406021200^01,6/2/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054001001-20040824_S-IVP,8/24/2004,,,37.97537,-107.289,"Chlorophyll a, corrected for pheophytin",0.5,ug/L
11NPSWRD_WQX-CURE_09125000200404070935^01,4/7/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200408101018^01,8/10/2004,3.2,ft,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200405131350^01,5/13/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054018001-20040826_S-IVP,8/26/2004,,,37.38568,-107.65943,"Chlorophyll a, corrected for pheophytin",2.2,ug/L
11NPSWRD_WQX-CURE_381934107133500200403031039^01,3/3/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200408041035^01,8/4/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200406290848^01,6/29/2004,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200409081302^01,9/8/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200407080957^01,7/8/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200506150840^01,6/15/2005,3.2,ft,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200505261045^01,5/26/2005,3.2,ft,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20064013001-20050818_S-IVP,8/18/2005,,,38.7127,-108.0397,"Chlorophyll a, corrected for pheophytin",3.4,ug/L
11NPSWRD_WQX-CURE_381633107054700200506080935^01,6/8/2005,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-8150-20050822-S-ROUTINE,8/22/2005,,,37.683217,-107.003083,Chlorophyll a - Periphyton (attached),2.6,mg/m2
11NPSWRD_WQX-CURE_381934107133500200507190850^01,7/19/2005,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200509191150^01,9/19/2005,3.2,ft,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200504281330^01,4/28/2005,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200509221240^01,9/22/2005,,,38.51749077,-106.9956012,Biomass/chlorophyll ratio,661,None
11NPSWRD_WQX-CURE_09127000200510181430^01,10/18/2005,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200505241035^01,5/24/2005,3.2,ft,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200507200910^01,7/20/2005,3.2,ft,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
